epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
1,0.905474,0.697534,0.693134,1.058855,1.9009,2.4407,-1.5403,0.7963,2.604166666666667e-06
2,0.904923,0.697007,0.693052,1.057712,1.8992,2.4386,-1.5359,0.7963,5.104166666666667e-06
3,0.903596,0.695727,0.692899,1.055234,1.8956,2.4339,-1.5263,0.7963,7.6041666666666666e-06
4,0.901082,0.693284,0.692661,1.050341,1.8885,2.4248,-1.5073,0.7963,1.0104166666666667e-05
5,0.896943,0.689255,0.692292,1.042655,1.8773,2.4103,-1.4775,0.7963,1.2604166666666667e-05
6,0.890867,0.683334,0.691775,1.032482,1.862,2.3908,-1.4374,0.7963,1.5104166666666667e-05
7,0.882528,0.675124,0.691346,1.018698,1.8407,2.3636,-1.3824,0.7963,1.760416666666667e-05
8,0.872484,0.665243,0.690803,1.001154,1.8129,2.3285,-1.3121,0.7963,2.010416666666667e-05
9,0.860603,0.65366,0.689811,0.979463,1.7775,2.2843,-1.2252,0.7963,2.260416666666667e-05
10,0.84753,0.640887,0.68881,0.955384,1.7361,2.2337,-1.1278,0.7963,2.5104166666666666e-05
11,0.831742,0.625676,0.686886,0.928994,1.6879,2.1779,-1.0226,0.7963,2.760416666666667e-05
12,0.814266,0.60963,0.682119,0.894384,1.6096,2.1108,-0.9001,0.8519,3.0104166666666665e-05
13,0.78682,0.585017,0.672677,0.85837,1.529,2.037,-0.7695,0.8704,3.260416666666667e-05
14,0.747219,0.549828,0.657971,0.792585,1.4211,1.9138,-0.562,0.8519,3.510416666666667e-05
15,0.709319,0.518185,0.637113,0.723318,1.2916,1.7879,-0.3632,0.9259,3.760416666666667e-05
16,0.659618,0.476506,0.610372,0.669021,1.2047,1.6716,-0.1915,0.8704,4.010416666666667e-05
17,0.604803,0.430069,0.582448,0.634677,1.1424,1.6007,-0.0926,0.8704,4.260416666666667e-05
18,0.54428,0.380173,0.547022,0.606452,1.0842,1.5326,-0.0016,0.8519,4.510416666666667e-05
19,0.484889,0.331457,0.511439,0.543507,1.0119,1.3706,0.1989,0.8148,4.760416666666667e-05
20,0.447002,0.30438,0.475407,0.526476,0.9536,1.3641,0.2065,0.8148,5e-05
21,0.399601,0.266101,0.445,0.54107,0.9796,1.3726,0.1965,0.7593,4.9996192378909786e-05
22,0.3533,0.227519,0.419268,0.414975,0.7646,1.0722,0.5098,0.8704,4.99847706754774e-05
23,0.326457,0.208552,0.393014,0.466777,0.842,1.2418,0.3424,0.7407,4.996573836886435e-05
24,0.302303,0.189959,0.374479,0.403873,0.7672,1.0422,0.5368,0.8519,4.993910125649561e-05
25,0.29013,0.184652,0.351594,0.391899,0.7243,1.1678,0.4185,0.8148,4.990486745229364e-05
26,0.259096,0.164791,0.314349,0.396544,0.7456,1.0722,0.5097,0.8889,4.9863047384206835e-05
27,0.241935,0.148585,0.311165,0.32287,0.6243,1.0087,0.5661,0.8889,4.9813653791033057e-05
28,0.217296,0.133719,0.27859,0.300715,0.5965,0.9557,0.6105,0.8704,4.975670171853926e-05
29,0.217437,0.136409,0.270092,0.348445,0.6737,0.9583,0.6084,0.8704,4.9692208514878444e-05
30,0.19298,0.117722,0.250858,0.322428,0.6491,1.0187,0.5575,0.8704,4.962019382530521e-05
31,0.200479,0.125217,0.250876,0.284244,0.5557,0.8808,0.6691,0.8889,4.9540679586191605e-05
32,0.190189,0.120189,0.233335,0.323842,0.6184,0.8968,0.657,0.8519,4.9453690018345144e-05
33,0.165286,0.105059,0.200758,0.350907,0.6694,1.0399,0.5388,0.8704,4.9359251619630886e-05
34,0.178313,0.12063,0.192274,0.300722,0.5981,0.8567,0.687,0.8889,4.925739315689991e-05
35,0.157295,0.102452,0.182811,0.258549,0.5202,0.8188,0.7141,0.8889,4.914814565722671e-05
36,0.155332,0.105838,0.16498,0.271155,0.5337,0.7886,0.7348,0.9074,4.9031542398457974e-05
37,0.187238,0.131629,0.185364,0.297543,0.5668,0.8347,0.7029,0.8889,4.890761889907589e-05
38,0.131682,0.088256,0.144753,0.299875,0.5822,0.8453,0.6953,0.9074,4.877641290737884e-05
39,0.131461,0.091201,0.134201,0.319122,0.6355,1.0156,0.5601,0.9074,4.8637964389982926e-05
40,0.138331,0.098028,0.13434,0.267315,0.5187,0.7718,0.746,0.8889,4.849231551964771e-05
41,0.128813,0.094463,0.114501,0.27148,0.4912,0.7434,0.7643,0.8889,4.8339510662430046e-05
42,0.146832,0.104565,0.14089,0.260492,0.5035,0.746,0.7627,0.9259,4.817959636416969e-05
43,0.141073,0.105296,0.119257,0.281796,0.534,0.7503,0.7599,0.8519,4.8012621336311016e-05
44,0.10864,0.084809,0.079437,0.267488,0.5168,0.7625,0.752,0.9259,4.783863644106502e-05
45,0.111855,0.084387,0.091559,0.24354,0.4708,0.7167,0.7809,0.9259,4.765769467591625e-05
46,0.132151,0.09264,0.131704,0.304635,0.5281,0.8024,0.7254,0.8704,4.7469851157479177e-05
47,0.148578,0.100601,0.159924,0.298991,0.5295,0.7487,0.7609,0.8704,4.72751631047092e-05
48,0.113773,0.088081,0.085639,0.40251,0.7539,1.1269,0.4585,0.8704,4.707368982147318e-05
49,0.119976,0.094142,0.086111,0.278779,0.4989,0.7108,0.7845,0.9074,4.6865492678484895e-05
