epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
1,0.905493,0.697553,0.693134,1.058912,1.901,2.4408,-1.5406,0.7963,2.604166666666667e-06
2,0.90505,0.697137,0.693045,1.057954,1.8996,2.4391,-1.537,0.7963,5.104166666666667e-06
3,0.903882,0.69602,0.692872,1.055737,1.8965,2.435,-1.5285,0.7963,7.6041666666666666e-06
4,0.901441,0.693642,0.692662,1.05103,1.8896,2.4261,-1.5101,0.7963,1.0104166666666667e-05
5,0.897008,0.689266,0.692473,1.043685,1.8786,2.4119,-1.4808,0.7963,1.2604166666666667e-05
6,0.890783,0.683109,0.692247,1.032314,1.8612,2.3896,-1.4351,0.7963,1.5104166666666667e-05
7,0.882106,0.674484,0.692075,1.017414,1.8378,2.3597,-1.3745,0.7963,1.760416666666667e-05
8,0.870464,0.662982,0.691608,0.998548,1.8074,2.3212,-1.2977,0.7963,2.010416666666667e-05
9,0.859439,0.652085,0.691182,0.976454,1.7707,2.2754,-1.2079,0.7963,2.260416666666667e-05
10,0.845218,0.638086,0.690442,0.952992,1.7296,2.2254,-1.1118,0.7963,2.5104166666666666e-05
11,0.833157,0.62636,0.689324,0.929546,1.6809,2.177,-1.021,0.7963,2.760416666666667e-05
12,0.807649,0.602127,0.685072,0.894124,1.6024,2.1019,-0.8841,0.8333,3.0104166666666665e-05
13,0.780543,0.57717,0.67791,0.868793,1.5445,2.0388,-0.7726,0.8889,3.260416666666667e-05
14,0.740871,0.541568,0.664345,0.816075,1.4452,1.935,-0.5968,0.8889,3.510416666666667e-05
15,0.697274,0.503232,0.646808,0.742449,1.315,1.7966,-0.3765,0.8704,3.760416666666667e-05
16,0.654322,0.467062,0.624198,0.666203,1.1999,1.6439,-0.1525,0.8519,4.010416666666667e-05
17,0.600458,0.422033,0.594748,0.611183,1.0908,1.5294,0.0025,0.8704,4.260416666666667e-05
18,0.551409,0.384539,0.556231,0.555507,0.9999,1.414,0.1474,0.8889,4.510416666666667e-05
19,0.499584,0.342856,0.522424,0.542563,0.9925,1.4009,0.1631,0.8519,4.760416666666667e-05
20,0.426288,0.282359,0.479762,0.526737,0.9491,1.2943,0.2856,0.8333,5e-05
21,0.379216,0.246191,0.443416,0.501602,0.9238,1.3481,0.225,0.7778,4.9996192378909786e-05
22,0.339014,0.215378,0.412121,0.487871,0.8837,1.2736,0.3083,0.7593,4.99847706754774e-05
23,0.34196,0.22245,0.398368,0.441801,0.8099,1.2112,0.3744,0.8148,4.996573836886435e-05
24,0.304753,0.19584,0.363043,0.402578,0.7364,1.1258,0.4595,0.8519,4.993910125649561e-05
25,0.276393,0.17637,0.33341,0.470668,0.8388,1.2431,0.341,0.7778,4.990486745229364e-05
26,0.282658,0.182697,0.333201,0.525489,0.9136,1.3429,0.2309,0.6481,4.9863047384206835e-05
27,0.30601,0.204135,0.339581,0.511271,0.9146,1.3128,0.2651,0.7593,4.9813653791033057e-05
28,0.252966,0.162976,0.299967,0.589932,1.0101,1.4018,0.162,0.6296,4.975670171853926e-05
29,0.246516,0.157646,0.296231,0.510704,0.9138,1.2889,0.2916,0.7407,4.9692208514878444e-05
30,0.227698,0.149621,0.260255,0.372029,0.7053,1.0439,0.5353,0.8704,4.962019382530521e-05
31,0.207318,0.133634,0.245613,0.359224,0.708,1.0716,0.5103,0.8333,4.9540679586191605e-05
32,0.202248,0.129908,0.241134,0.409408,0.7765,1.1687,0.4175,0.8889,4.9453690018345144e-05
33,0.231596,0.166403,0.21731,0.383177,0.7456,1.0666,0.5149,0.8889,4.9359251619630886e-05
34,0.214836,0.150857,0.213263,0.441996,0.8303,1.2243,0.3608,0.8519,4.925739315689991e-05
35,0.155763,0.103938,0.172751,0.420985,0.7812,1.1818,0.4044,0.8333,4.914814565722671e-05
36,0.146531,0.094377,0.173847,0.389756,0.7511,1.1142,0.4706,0.8704,4.9031542398457974e-05
37,0.165356,0.116931,0.161416,0.360886,0.7017,1.0465,0.533,0.8889,4.890761889907589e-05
38,0.177019,0.128718,0.161003,0.371487,0.7109,1.0531,0.5271,0.8889,4.877641290737884e-05
39,0.135426,0.091974,0.144843,0.380238,0.7254,1.0691,0.5126,0.8889,4.8637964389982926e-05
40,0.15365,0.105707,0.159809,0.40123,0.7556,1.1006,0.4834,0.8889,4.849231551964771e-05
41,0.141629,0.10599,0.118796,0.382851,0.7262,1.0416,0.5373,0.8889,4.8339510662430046e-05
42,0.145519,0.111199,0.1144,0.357907,0.6781,1.0111,0.564,0.8889,4.817959636416969e-05
43,0.144287,0.10901,0.117591,0.383094,0.7245,1.0955,0.4882,0.8704,4.8012621336311016e-05
44,0.135212,0.10564,0.098571,0.363415,0.6638,0.9897,0.5823,0.8704,4.783863644106502e-05
45,0.136628,0.106971,0.098856,0.378829,0.7004,1.0407,0.5382,0.8889,4.765769467591625e-05
46,0.11735,0.094938,0.074707,0.362194,0.6696,1.0149,0.5607,0.8704,4.7469851157479177e-05
47,0.128343,0.09647,0.106245,0.366308,0.6644,1.0149,0.5608,0.8704,4.72751631047092e-05
48,0.108103,0.08824,0.06621,0.373657,0.6679,0.9932,0.5794,0.8704,4.707368982147318e-05
49,0.120581,0.098633,0.073159,0.357475,0.636,1.0057,0.5687,0.8704,4.6865492678484895e-05
50,0.103482,0.087392,0.053632,0.349434,0.6134,1.0344,0.5437,0.8889,4.665063509461097e-05
