epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
1,0.905192,0.697255,0.693124,1.057523,1.899,2.4382,-1.5351,0.7963,5.208333333333334e-06
2,0.902446,0.694562,0.692946,1.051291,1.8898,2.4263,-1.5104,0.7963,1.0208333333333334e-05
3,0.895387,0.687579,0.692693,1.03652,1.8675,2.3973,-1.4508,0.7963,1.5208333333333333e-05
4,0.879692,0.672035,0.69219,1.001296,1.8121,2.3266,-1.3083,0.7963,2.0208333333333334e-05
5,0.85262,0.645237,0.691277,0.939139,1.705,2.1939,-1.0526,0.7963,2.5208333333333334e-05
6,0.824311,0.617405,0.689689,0.885375,1.6028,2.0696,-0.8265,0.7963,3.0208333333333334e-05
7,0.81193,0.606178,0.685839,0.838958,1.514,1.9639,-0.6448,0.7963,3.520833333333334e-05
8,0.804695,0.600673,0.680074,0.807951,1.4666,1.909,-0.5541,0.7963,4.020833333333334e-05
9,0.785788,0.585347,0.668134,0.792971,1.452,1.9011,-0.5413,0.7963,4.520833333333334e-05
10,0.761513,0.566118,0.651319,0.753683,1.3811,1.8369,-0.439,0.7963,5.020833333333333e-05
11,0.714072,0.526312,0.625867,0.689745,1.2664,1.7121,-0.25,0.8333,5.520833333333334e-05
12,0.641613,0.466537,0.583584,0.629965,1.1507,1.5582,-0.0354,0.8519,6.020833333333333e-05
13,0.5746,0.410065,0.548451,0.54979,0.9997,1.3531,0.2192,0.7407,6.520833333333334e-05
14,0.475471,0.321476,0.513318,0.471073,0.8535,1.1806,0.4056,0.7963,7.020833333333334e-05
15,0.424623,0.276727,0.492989,0.466496,0.8496,1.1582,0.4279,0.8148,7.520833333333334e-05
16,0.381874,0.242573,0.464335,0.512729,0.9286,1.2487,0.3351,0.7593,8.020833333333334e-05
17,0.378061,0.242701,0.451197,0.451817,0.8241,1.138,0.4477,0.7778,8.520833333333334e-05
18,0.342537,0.220254,0.40761,0.403422,0.793,1.0805,0.5021,0.8333,9.020833333333334e-05
19,0.330519,0.211329,0.397299,0.39101,0.7702,1.0588,0.5219,0.8519,9.520833333333333e-05
20,0.301841,0.188053,0.379293,0.392698,0.7359,1.0378,0.5407,0.7778,0.0001
21,0.296479,0.184631,0.372827,0.392425,0.7588,1.0238,0.553,0.8148,9.999238475781957e-05
22,0.333784,0.224409,0.364584,0.412035,0.77,1.0688,0.5129,0.7778,9.99695413509548e-05
23,0.303074,0.194749,0.361084,0.33938,0.6437,0.9455,0.6187,0.8148,9.99314767377287e-05
24,0.287653,0.181048,0.35535,0.363308,0.6821,1.0112,0.564,0.7963,9.987820251299122e-05
25,0.275482,0.175825,0.332189,0.423599,0.7815,1.0703,0.5115,0.7593,9.980973490458728e-05
26,0.31551,0.197306,0.394013,0.482824,0.8938,1.1693,0.417,0.7593,9.972609476841367e-05
27,0.302833,0.200421,0.341375,0.337225,0.6413,0.9502,0.615,0.8148,9.962730758206611e-05
28,0.255948,0.166428,0.2984,0.331877,0.6524,0.9352,0.6271,0.8333,9.951340343707852e-05
29,0.27157,0.179476,0.306979,0.356578,0.6622,0.9934,0.5792,0.7963,9.938441702975689e-05
30,0.268021,0.169447,0.328578,0.31672,0.6091,0.9078,0.6486,0.8519,9.924038765061042e-05
31,0.25696,0.159758,0.324008,0.347476,0.6542,0.963,0.6045,0.8333,9.908135917238321e-05
32,0.239112,0.143776,0.317788,0.363556,0.6813,0.9782,0.592,0.8333,9.890738003669029e-05
33,0.250118,0.163916,0.287338,0.362093,0.6484,0.9574,0.6091,0.7963,9.871850323926177e-05
34,0.23449,0.148269,0.287402,0.352405,0.6997,0.9912,0.581,0.8704,9.851478631379982e-05
35,0.251876,0.172493,0.26461,0.317097,0.6061,0.9005,0.6542,0.8333,9.829629131445342e-05
36,0.206156,0.127731,0.261416,0.334664,0.6372,0.948,0.6168,0.8519,9.806308479691595e-05
37,0.20562,0.131843,0.245926,0.297097,0.5577,0.8894,0.6627,0.8519,9.781523779815179e-05
38,0.231753,0.15832,0.244777,0.385518,0.7024,0.9791,0.5912,0.8333,9.755282581475769e-05
39,0.240525,0.15909,0.271449,0.306213,0.5555,0.882,0.6683,0.8148,9.727592877996585e-05
40,0.180251,0.111076,0.230581,0.314834,0.6,0.8571,0.6867,0.8519,9.698463103929542e-05
41,0.184238,0.123497,0.20247,0.393531,0.762,0.973,0.5963,0.8519,9.667902132486009e-05
42,0.207298,0.152903,0.181315,0.307666,0.5775,0.8552,0.6881,0.8333,9.635919272833938e-05
