epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
1,0.870818,0.662885,0.693108,0.891909,1.6056,2.0842,-0.8523,0.7963,5.208333333333334e-06
2,0.786322,0.578473,0.692832,0.720761,1.2515,1.6538,-0.1663,0.7963,1.0208333333333334e-05
3,0.675303,0.467662,0.692137,0.615699,1.0244,1.3727,0.1965,0.7963,1.5208333333333333e-05
4,0.560167,0.352983,0.690613,0.47289,0.7423,1.032,0.5458,0.7963,2.0208333333333334e-05
5,0.4566,0.250402,0.687327,0.416357,0.6367,0.9516,0.6138,0.7963,2.5208333333333334e-05
6,0.397726,0.193575,0.680502,0.416674,0.6299,0.9618,0.6055,0.7963,3.0208333333333334e-05
7,0.3604,0.160328,0.666906,0.396542,0.5806,0.9933,0.5793,0.7963,3.520833333333334e-05
8,0.345527,0.152113,0.644713,0.386972,0.5853,0.9929,0.5796,0.7963,4.020833333333334e-05
9,0.335721,0.152476,0.610817,0.429437,0.6907,1.0867,0.4964,0.8519,4.520833333333334e-05
10,0.325008,0.154253,0.569183,0.400619,0.6605,1.0635,0.5176,0.7963,5.020833333333333e-05
11,0.296037,0.140867,0.517232,0.366145,0.6344,1.0475,0.5321,0.8519,5.520833333333334e-05
12,0.276978,0.139516,0.458204,0.412113,0.7492,1.1771,0.4091,0.8333,6.020833333333333e-05
13,0.239115,0.120635,0.394934,0.374581,0.6696,1.103,0.4812,0.8333,6.520833333333334e-05
14,0.241998,0.137054,0.349816,0.360643,0.6547,1.0553,0.5251,0.7963,7.020833333333334e-05
15,0.217538,0.12116,0.321259,0.360533,0.6764,1.1113,0.4733,0.8519,7.520833333333334e-05
16,0.184764,0.099605,0.283863,0.355881,0.6727,1.1069,0.4775,0.8704,8.020833333333334e-05
17,0.205194,0.1273,0.259645,0.450457,0.8088,1.2038,0.382,0.8148,8.520833333333334e-05
18,0.19385,0.122307,0.238477,0.336616,0.6544,1.062,0.519,0.8704,9.020833333333334e-05
19,0.206631,0.131508,0.250408,0.389124,0.7631,1.1342,0.4514,0.8704,9.520833333333333e-05
20,0.194647,0.121337,0.244364,0.338833,0.6491,1.0665,0.5149,0.8889,0.0001
21,0.146296,0.092098,0.180659,0.338913,0.647,1.0424,0.5366,0.8519,9.999238475781957e-05
22,0.153813,0.104575,0.164127,0.332849,0.6095,1.0353,0.5429,0.8519,9.99695413509548e-05
23,0.178089,0.11725,0.202796,0.367188,0.6871,1.0963,0.4875,0.7963,9.99314767377287e-05
24,0.140855,0.101762,0.13031,0.377037,0.6702,1.0994,0.4846,0.8519,9.987820251299122e-05
25,0.180205,0.133698,0.155023,0.37898,0.6562,1.0829,0.4999,0.8148,9.980973490458728e-05
26,0.149785,0.108382,0.138011,0.383683,0.6901,1.1078,0.4766,0.8704,9.972609476841367e-05
27,0.146537,0.10349,0.14349,0.403502,0.6892,1.1136,0.4712,0.8333,9.962730758206611e-05
28,0.133954,0.098333,0.118737,0.366829,0.6376,1.0336,0.5444,0.8519,9.951340343707852e-05
29,0.125403,0.091517,0.112954,0.421759,0.7237,1.0999,0.4841,0.8333,9.938441702975689e-05
30,0.122057,0.08905,0.110025,0.408032,0.7207,1.0762,0.5061,0.8519,9.924038765061042e-05
31,0.111909,0.081612,0.100992,0.380809,0.6849,1.0673,0.5142,0.9074,9.908135917238321e-05
32,0.109156,0.086848,0.07436,0.413852,0.694,1.0855,0.4976,0.8519,9.890738003669029e-05
33,0.126899,0.093341,0.111859,0.362995,0.6221,0.9771,0.5929,0.8519,9.871850323926177e-05
34,0.103909,0.082275,0.072113,0.449911,0.7617,1.1416,0.4443,0.8519,9.851478631379982e-05
35,0.098046,0.085513,0.041778,0.439348,0.7524,1.1225,0.4626,0.8519,9.829629131445342e-05
36,0.104645,0.078139,0.088354,0.374865,0.619,1.0021,0.5718,0.8148,9.806308479691595e-05
37,0.091387,0.070931,0.068186,0.336368,0.5791,0.9553,0.6108,0.8333,9.781523779815179e-05
38,0.095015,0.074933,0.066939,0.368227,0.6093,0.989,0.5829,0.8519,9.755282581475769e-05
39,0.083592,0.068345,0.050825,0.351848,0.5404,0.9461,0.6183,0.8148,9.727592877996585e-05
40,0.070558,0.057445,0.043709,0.355031,0.6197,0.9807,0.5899,0.8519,9.698463103929542e-05
41,0.101906,0.071947,0.099864,0.385335,0.6101,0.9547,0.6113,0.8519,9.667902132486009e-05
42,0.08052,0.066217,0.047677,0.399996,0.6143,0.9923,0.5801,0.8148,9.635919272833938e-05
43,0.071059,0.060677,0.034606,0.374885,0.5784,0.9341,0.6279,0.8148,9.602524267262203e-05
44,0.072286,0.053044,0.064141,0.365185,0.6258,0.9746,0.5949,0.8519,9.567727288213005e-05
45,0.069499,0.062852,0.022158,0.403194,0.6756,0.9955,0.5774,0.8333,9.53153893518325e-05
46,0.069393,0.062347,0.023487,0.356654,0.5899,0.9407,0.6226,0.8333,9.493970231495835e-05
47,0.075345,0.066932,0.028042,0.368443,0.5279,0.895,0.6584,0.8333,9.45503262094184e-05
48,0.052684,0.047669,0.01672,0.349969,0.5204,0.8973,0.6567,0.8333,9.414737964294636e-05
49,0.060226,0.051321,0.029682,0.380448,0.6308,0.9722,0.5969,0.8333,9.373098535696979e-05
50,0.073308,0.061541,0.039225,0.395015,0.6271,0.945,0.6192,0.8519,9.330127018922194e-05
51,0.050382,0.045972,0.0147,0.368092,0.5321,0.9179,0.6407,0.8333,9.285836503510562e-05
52,0.062063,0.049953,0.040365,0.427898,0.652,0.9689,0.5997,0.8148,9.24024048078213e-05
53,0.075786,0.058613,0.057245,0.420803,0.6348,0.9778,0.5923,0.8333,9.193352839727121e-05
54,0.048415,0.046201,0.007381,0.354525,0.5737,0.8831,0.6674,0.8333,9.145187862775209e-05
55,0.054238,0.04995,0.01429,0.37845,0.5531,0.8838,0.6669,0.8333,9.09576022144496e-05
56,0.05696,0.051705,0.017518,0.410797,0.634,1.0009,0.5728,0.8519,9.045084971874738e-05
57,0.060361,0.052385,0.026586,0.337411,0.5496,0.8576,0.6864,0.8519,8.993177550236464e-05
58,0.052521,0.050445,0.006922,0.366134,0.6138,0.9518,0.6137,0.8519,8.940053768033609e-05
59,0.054484,0.050527,0.013192,0.360675,0.6505,1.005,0.5693,0.8333,8.885729807284856e-05
60,0.049879,0.044927,0.016508,0.358641,0.5832,0.9312,0.6302,0.8704,8.83022221559489e-05
61,0.05888,0.049412,0.031558,0.384638,0.5745,0.908,0.6484,0.8333,8.773547901113862e-05
62,0.048022,0.045769,0.007509,0.347487,0.617,0.9119,0.6454,0.8889,8.715724127386972e-05
63,0.049601,0.04281,0.022637,0.346789,0.5823,0.9303,0.6309,0.8704,8.656768508095853e-05
64,0.048198,0.042556,0.018806,0.347923,0.5596,0.9012,0.6536,0.8519,8.596699001693255e-05
65,0.056747,0.050718,0.020099,0.400251,0.5361,0.9062,0.6498,0.8519,8.535533905932738e-05
66,0.052386,0.04751,0.016254,0.39733,0.5203,0.907,0.6492,0.8148,8.473291852294987e-05
67,0.051631,0.047115,0.015054,0.428972,0.5679,0.9117,0.6456,0.8148,8.409991800312493e-05
68,0.049315,0.041171,0.027144,0.346773,0.4992,0.856,0.6875,0.8704,8.345653031794292e-05
69,0.056646,0.052862,0.012613,0.365405,0.5723,0.8818,0.6684,0.8519,8.280295144952536e-05
70,0.045725,0.044127,0.005326,0.374087,0.581,0.9164,0.6419,0.8704,8.213938048432697e-05
