iter,A,B,base_mid,pred_bg_mean,pred_bg_std,error_to_target
0,Hg,N,mp-19893,1.6454895734786987,0.5322044647012207,0.6454895734786987
1,Ag,Ti,mp-1213788,0.403051869571209,0.25643528343336813,0.596948130428791
2,Ba,Ge,mp-1183920,0.7258092045783997,0.4589338316948846,0.2741907954216003
3,Ce,Ge,mp-19269,0.7866546511650085,0.20510508581526407,0.21334534883499146
4,Ba,Ge,mp-1183920,0.7258091807365418,0.45893384100743856,0.27419081926345823
