epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
1,0.905125,0.697189,0.69312,1.057236,1.8984,2.4375,-1.5337,0.7963,5.208333333333334e-06
2,0.901667,0.693787,0.692933,1.048258,1.8849,2.42,-1.4974,0.7963,1.0208333333333334e-05
3,0.890392,0.682651,0.692471,1.023178,1.8461,2.3702,-1.3956,0.7963,1.5208333333333333e-05
4,0.866178,0.658687,0.69164,0.968934,1.7568,2.2586,-1.1754,0.7963,2.0208333333333334e-05
5,0.826527,0.619605,0.689741,0.899902,1.6264,2.1076,-0.8942,0.7963,2.5208333333333334e-05
6,0.773456,0.568537,0.683065,0.809315,1.4401,1.9093,-0.5545,0.8704,3.0208333333333334e-05
7,0.689687,0.490625,0.66354,0.685113,1.1859,1.6361,-0.1415,0.8333,3.520833333333334e-05
8,0.576793,0.389225,0.625226,0.549317,0.952,1.3362,0.2387,0.8333,4.020833333333334e-05
9,0.432966,0.262591,0.567918,0.408734,0.6869,1.0944,0.4893,0.8333,4.520833333333334e-05
10,0.339591,0.188657,0.503113,0.568829,0.9851,1.342,0.232,0.5556,5.020833333333333e-05
11,0.285507,0.149635,0.452907,0.380002,0.665,1.0859,0.4972,0.8333,5.520833333333334e-05
12,0.264254,0.147055,0.390663,0.401995,0.7254,1.118,0.467,0.8519,6.020833333333333e-05
13,0.212135,0.113984,0.32717,0.396579,0.6978,1.1435,0.4423,0.8519,6.520833333333334e-05
14,0.22427,0.132228,0.306805,0.383668,0.7049,1.1494,0.4367,0.8889,7.020833333333334e-05
15,0.193557,0.116024,0.258443,0.348872,0.6565,1.1001,0.4839,0.8704,7.520833333333334e-05
16,0.188009,0.117796,0.23404,0.358795,0.6795,1.1147,0.4701,0.8889,8.020833333333334e-05
17,0.162942,0.09836,0.215273,0.412022,0.7477,1.1746,0.4117,0.8519,8.520833333333334e-05
18,0.156846,0.102177,0.182229,0.346997,0.6379,1.0796,0.503,0.8519,9.020833333333334e-05
19,0.136726,0.081857,0.182899,0.34157,0.6463,1.1194,0.4656,0.8519,9.520833333333333e-05
20,0.110175,0.069647,0.135092,0.388815,0.6862,1.1111,0.4735,0.8519,0.0001
21,0.147981,0.096326,0.172184,0.378008,0.677,1.1108,0.4738,0.8333,9.999238475781957e-05
22,0.150759,0.106578,0.147271,0.355098,0.637,1.103,0.4812,0.8889,9.99695413509548e-05
23,0.135292,0.103048,0.107482,0.434454,0.7871,1.2082,0.3775,0.8704,9.99314767377287e-05
24,0.164615,0.121754,0.142872,0.379174,0.672,1.1225,0.4626,0.8889,9.987820251299122e-05
