epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
59,0.244284,0.15555,0.295781,0.309309,0.5757,0.8908,0.6616,0.7963,4.442864903642428e-05
60,0.267087,0.174248,0.309465,0.316118,0.6007,0.9022,0.6529,0.7963,4.415111107797445e-05
61,0.247522,0.162218,0.284346,0.31007,0.5924,0.8939,0.6592,0.8148,4.386773950556931e-05
62,0.235434,0.147411,0.29341,0.314797,0.5939,0.9098,0.647,0.7963,4.357862063693486e-05
63,0.278028,0.184791,0.310792,0.341751,0.6406,0.9605,0.6066,0.7963,4.3283842540479264e-05
64,0.276883,0.188983,0.293,0.329008,0.6178,0.9394,0.6237,0.8333,4.2983495008466276e-05
65,0.255,0.168115,0.289617,0.314195,0.5893,0.8992,0.6552,0.7778,4.267766952966369e-05
66,0.263066,0.180802,0.274214,0.318518,0.5863,0.9091,0.6475,0.7963,4.2366459261474933e-05
67,0.227396,0.150202,0.257313,0.32031,0.5851,0.9069,0.6493,0.7963,4.2049959001562464e-05
68,0.240219,0.160506,0.265707,0.304571,0.5668,0.8766,0.6723,0.8333,4.172826515897146e-05
69,0.232733,0.155283,0.258165,0.307254,0.5675,0.8832,0.6674,0.8148,4.140147572476268e-05
70,0.250003,0.174771,0.250774,0.324265,0.5954,0.8979,0.6562,0.8333,4.1069690242163484e-05
71,0.227923,0.154071,0.246175,0.302584,0.5714,0.8632,0.6822,0.8148,4.073300977624594e-05
72,0.225529,0.156325,0.23068,0.306871,0.5809,0.8625,0.6828,0.8148,4.039153688314145e-05
73,0.232662,0.160019,0.242143,0.315457,0.5955,0.8819,0.6684,0.8148,4.0045375578801214e-05
74,0.223359,0.151418,0.239805,0.311266,0.5803,0.8836,0.667,0.7963,3.969463130731183e-05
75,0.222795,0.154875,0.226401,0.308426,0.5756,0.879,0.6705,0.8148,3.933941090877615e-05
76,0.21885,0.143805,0.250152,0.303899,0.5805,0.8641,0.6816,0.8333,3.897982258676867e-05
77,0.231411,0.156042,0.251228,0.300024,0.5513,0.8504,0.6916,0.8148,3.861597587537568e-05
78,0.215827,0.143793,0.240115,0.296144,0.545,0.8495,0.6922,0.8333,3.824798160583012e-05
79,0.23331,0.161942,0.237894,0.313162,0.5802,0.8866,0.6648,0.7963,3.787595187275136e-05
80,0.218012,0.150808,0.224013,0.326354,0.5925,0.8874,0.6642,0.8519,3.7500000000000003e-05
81,0.215741,0.144242,0.23833,0.320419,0.5902,0.8821,0.6682,0.7963,3.712024050615843e-05
82,0.24395,0.174106,0.232813,0.342401,0.6123,0.9069,0.6493,0.8333,3.673678906964727e-05
83,0.218481,0.152365,0.220388,0.343419,0.6115,0.8987,0.6556,0.7963,3.634976249348867e-05
84,0.198379,0.13657,0.20603,0.318453,0.5602,0.8359,0.702,0.8333,3.5959278669726935e-05
85,0.20117,0.134937,0.220778,0.311798,0.5597,0.8515,0.6908,0.8148,3.556545654351749e-05
86,0.214278,0.143655,0.235411,0.320954,0.5872,0.8732,0.6748,0.8148,3.516841607689501e-05
87,0.198481,0.142644,0.186122,0.320731,0.5825,0.8498,0.692,0.8148,3.476827821223184e-05
88,0.198449,0.139302,0.197157,0.334459,0.5946,0.9012,0.6536,0.7963,3.436516483539781e-05
89,0.238586,0.174281,0.214353,0.356804,0.6252,0.9365,0.626,0.8148,3.39591987386325e-05
90,0.205802,0.148018,0.192615,0.356722,0.6281,0.8925,0.6603,0.8148,3.355050358314172e-05
91,0.198828,0.136362,0.20822,0.332274,0.6043,0.8449,0.6955,0.8148,3.313920386142892e-05
92,0.200954,0.139962,0.203308,0.331402,0.5861,0.8568,0.6869,0.8333,3.272542485937369e-05
93,0.228376,0.169134,0.197475,0.315768,0.5806,0.8302,0.7061,0.8148,3.230929261806842e-05
94,0.223752,0.162411,0.20447,0.320888,0.538,0.8084,0.7213,0.8148,3.1890933895424976e-05
95,0.18521,0.132972,0.174128,0.302723,0.5428,0.8036,0.7246,0.8148,3.147047612756302e-05
96,0.176331,0.126363,0.166558,0.32325,0.5628,0.818,0.7147,0.8148,3.104804738999169e-05
97,0.187449,0.129981,0.19156,0.315955,0.5517,0.8016,0.726,0.8333,3.062377635859663e-05
98,0.167731,0.11558,0.173835,0.315666,0.5405,0.808,0.7216,0.8333,3.0197792270443982e-05
99,0.206739,0.142044,0.21565,0.324599,0.5761,0.8428,0.6971,0.8333,2.9770224884413623e-05
100,0.183815,0.13632,0.158318,0.326454,0.5673,0.8153,0.7165,0.8148,2.9341204441673266e-05
101,0.191222,0.136163,0.183532,0.319526,0.5542,0.8249,0.7098,0.8148,2.8910861626005776e-05
102,0.184783,0.131903,0.176268,0.320478,0.5511,0.8261,0.709,0.8333,2.8479327524001636e-05
103,0.18995,0.133526,0.188079,0.319947,0.55,0.8179,0.7147,0.8148,2.8046733585128687e-05
104,0.154204,0.113409,0.135984,0.306466,0.5454,0.8148,0.7169,0.8333,2.761321158169134e-05
105,0.16132,0.118135,0.143951,0.306043,0.5401,0.8103,0.72,0.8148,2.717889356869146e-05
106,0.182461,0.133326,0.163783,0.31164,0.5607,0.8145,0.7171,0.8148,2.674391184360313e-05
107,0.195149,0.140861,0.180962,0.316951,0.5592,0.8054,0.7234,0.8519,2.63083989060736e-05
108,0.19792,0.140532,0.191295,0.321009,0.549,0.8113,0.7193,0.8333,2.587248741756253e-05
109,0.168601,0.117628,0.169911,0.309624,0.5507,0.8129,0.7182,0.8148,2.5436310160932092e-05
110,0.171671,0.127933,0.145791,0.330605,0.5792,0.8426,0.6972,0.8519,2.5e-05
111,0.158946,0.110907,0.160129,0.342283,0.5866,0.8559,0.6876,0.8333,2.4563689839067913e-05
112,0.176719,0.129184,0.158451,0.329255,0.5788,0.8401,0.6991,0.8148,2.4127512582437485e-05
113,0.144056,0.099074,0.14994,0.338005,0.5756,0.8427,0.6972,0.8148,2.3691601093926404e-05
114,0.159516,0.118448,0.136893,0.325009,0.5728,0.8154,0.7164,0.8148,2.3256088156396868e-05
115,0.14053,0.10005,0.134933,0.332289,0.5798,0.8352,0.7025,0.8148,2.2821106431308544e-05
116,0.173455,0.127524,0.153101,0.333529,0.5836,0.8481,0.6932,0.8333,2.238678841830867e-05
117,0.156885,0.118435,0.128169,0.321105,0.5568,0.8084,0.7213,0.8148,2.195326641487132e-05
118,0.143039,0.108155,0.116279,0.335356,0.5687,0.846,0.6948,0.8148,2.1520672475998373e-05
119,0.143024,0.103775,0.130831,0.31666,0.5473,0.8175,0.715,0.8519,2.1089138373994223e-05
120,0.173916,0.136436,0.124935,0.335852,0.5703,0.8359,0.702,0.8519,2.0658795558326743e-05
121,0.174696,0.129203,0.151642,0.326483,0.548,0.8217,0.7121,0.8519,2.022977511558638e-05
122,0.151138,0.116045,0.116977,0.340368,0.577,0.8465,0.6944,0.8333,1.980220772955602e-05
123,0.139127,0.104898,0.114097,0.349662,0.5843,0.8568,0.6869,0.8519,1.937622364140338e-05
124,0.154735,0.120242,0.114978,0.332358,0.5637,0.8397,0.6993,0.8519,1.895195261000831e-05
