epoch,train_loss_total,train_loss_reg,train_loss_metal,val_loss_total,val_mae,val_rmse,val_r2,val_metal_acc,lr
1,0.871583,0.663648,0.693115,0.919865,1.6644,2.1396,-0.9522,0.7963,5.208333333333334e-06
2,0.788683,0.580832,0.692837,0.752117,1.3254,1.7175,-0.258,0.7963,1.0208333333333334e-05
3,0.652727,0.445114,0.692042,0.587345,0.9666,1.3086,0.2697,0.7963,1.5208333333333333e-05
4,0.53952,0.332471,0.690162,0.460755,0.7126,1.0188,0.5573,0.7963,2.0208333333333334e-05
5,0.429745,0.223968,0.685921,0.429594,0.6368,0.9766,0.5933,0.7963,2.5208333333333334e-05
6,0.387089,0.183573,0.678387,0.41529,0.6175,0.9386,0.6243,0.7963,3.0208333333333334e-05
7,0.358381,0.159167,0.664044,0.405856,0.6199,0.9604,0.6067,0.7963,3.520833333333334e-05
8,0.348864,0.156457,0.641356,0.372233,0.5554,0.9765,0.5934,0.7963,4.020833333333334e-05
9,0.330056,0.14807,0.606622,0.391139,0.6455,1.0006,0.573,0.8148,4.520833333333334e-05
10,0.313435,0.146115,0.557734,0.408411,0.6725,1.0602,0.5207,0.8889,5.020833333333333e-05
11,0.282583,0.131129,0.504844,0.498804,0.8991,1.2723,0.3097,0.8704,5.520833333333334e-05
12,0.295059,0.158742,0.454389,0.388939,0.6692,1.0967,0.4871,0.7963,6.020833333333333e-05
13,0.223519,0.107501,0.386726,0.334266,0.6138,1.0761,0.5062,0.8704,6.520833333333334e-05
14,0.207235,0.105728,0.338359,0.366209,0.6892,1.0712,0.5107,0.8704,7.020833333333334e-05
15,0.225704,0.12946,0.320814,0.330995,0.6457,1.0325,0.5453,0.8889,7.520833333333334e-05
16,0.212672,0.125462,0.290702,0.341241,0.6567,1.0649,0.5164,0.8704,8.020833333333334e-05
17,0.169859,0.098166,0.238975,0.345272,0.6542,1.0172,0.5588,0.8704,8.520833333333334e-05
18,0.185619,0.11966,0.219866,0.312766,0.5873,1.0284,0.549,0.8519,9.020833333333334e-05
19,0.176982,0.115999,0.203278,0.417241,0.7392,1.1504,0.4357,0.8333,9.520833333333333e-05
20,0.178935,0.124086,0.18283,0.427214,0.7419,1.164,0.4223,0.8148,0.0001
21,0.165022,0.102125,0.209656,0.442931,0.7746,1.1793,0.407,0.7963,9.999238475781957e-05
22,0.137855,0.089998,0.159524,0.353549,0.6477,1.1045,0.4798,0.8519,9.99695413509548e-05
23,0.156244,0.09974,0.188347,0.373006,0.7074,1.11,0.4746,0.8704,9.99314767377287e-05
24,0.172084,0.119956,0.173758,0.381149,0.6964,1.1112,0.4735,0.8704,9.987820251299122e-05
25,0.140524,0.095983,0.148472,0.350384,0.6639,1.0507,0.5292,0.8519,9.980973490458728e-05
26,0.114419,0.081735,0.108947,0.417105,0.6883,1.1056,0.4788,0.7963,9.972609476841367e-05
27,0.153461,0.105565,0.159653,0.46464,0.8024,1.1975,0.3884,0.8333,9.962730758206611e-05
28,0.165531,0.124495,0.136787,0.399957,0.7133,1.132,0.4535,0.8333,9.951340343707852e-05
29,0.152462,0.101087,0.17125,0.367602,0.6916,1.0691,0.5126,0.8333,9.938441702975689e-05
30,0.115848,0.086952,0.096318,0.345106,0.6137,1.0276,0.5497,0.8519,9.924038765061042e-05
31,0.110373,0.089367,0.070019,0.40147,0.7056,1.0442,0.535,0.8704,9.908135917238321e-05
32,0.115548,0.084062,0.104952,0.375264,0.6251,1.0238,0.553,0.8704,9.890738003669029e-05
33,0.08979,0.070916,0.062914,0.335293,0.5494,0.9541,0.6118,0.8519,9.871850323926177e-05
34,0.10403,0.083684,0.06782,0.364813,0.6188,0.9812,0.5895,0.8333,9.851478631379982e-05
35,0.104873,0.082147,0.075753,0.391379,0.6826,0.9723,0.5968,0.8519,9.829629131445342e-05
36,0.094603,0.078573,0.053434,0.417829,0.746,1.0632,0.5179,0.8519,9.806308479691595e-05
37,0.092483,0.074483,0.059999,0.404369,0.6478,1.022,0.5546,0.8333,9.781523779815179e-05
38,0.083466,0.069346,0.047067,0.378513,0.6642,1.0391,0.5395,0.8519,9.755282581475769e-05
39,0.079939,0.065248,0.048972,0.423226,0.7381,1.1106,0.474,0.8519,9.727592877996585e-05
40,0.1003,0.08116,0.063801,0.426231,0.6989,1.0553,0.5251,0.8519,9.698463103929542e-05
41,0.094695,0.076732,0.059876,0.336204,0.5813,0.8962,0.6575,0.8519,9.667902132486009e-05
42,0.086896,0.073288,0.045362,0.371237,0.5823,0.9476,0.6171,0.8148,9.635919272833938e-05
43,0.097961,0.077498,0.068208,0.376408,0.6783,0.9837,0.5873,0.9074,9.602524267262203e-05
44,0.070545,0.057051,0.044977,0.381147,0.6374,0.9546,0.6114,0.8333,9.567727288213005e-05
45,0.06846,0.054765,0.04565,0.342219,0.6042,0.9051,0.6507,0.9074,9.53153893518325e-05
46,0.080722,0.075219,0.018343,0.418769,0.715,1.0315,0.5463,0.8519,9.493970231495835e-05
47,0.083281,0.073383,0.032991,0.395295,0.639,0.9743,0.5952,0.8704,9.45503262094184e-05
48,0.063691,0.056539,0.023841,0.383214,0.627,0.9499,0.6153,0.8704,9.414737964294636e-05
49,0.064382,0.055888,0.028315,0.415843,0.6627,0.9781,0.5921,0.8333,9.373098535696979e-05
50,0.068471,0.062576,0.019649,0.405419,0.6833,0.9323,0.6293,0.8704,9.330127018922194e-05
51,0.105683,0.075105,0.101926,0.337816,0.5921,0.8754,0.6732,0.8889,9.285836503510562e-05
52,0.062501,0.057276,0.017416,0.324263,0.5583,0.8337,0.7036,0.9074,9.24024048078213e-05
53,0.077538,0.060396,0.05714,0.346241,0.5824,0.8474,0.6938,0.8704,9.193352839727121e-05
